date,source,category_l1,category_l2,keyword,ratio,rescaled,batch_id,gender,age_group,cid,is_anchor
2026-07-03,naver_datalab_keyword,패션의류,,코트,2.45231,0.03643715793407224,kw_b02,,,50000000,False
2026-07-03,naver_datalab_keyword,패션의류,,무스탕,1.36239,0.02024279948203966,kw_b02,,,50000000,False
2026-07-04,naver_datalab_keyword,패션의류,,반팔티,53.95095,1.0,kw_b02,,,50000000,True
2026-07-04,naver_datalab_keyword,패션의류,,패딩,2.17983,0.04040392245178259,kw_b02,,,50000000,False
2026-07-04,naver_datalab_keyword,패션의류,,롱패딩,3.81471,0.07070700330578053,kw_b02,,,50000000,False
2026-07-04,naver_datalab_keyword,패션의류,,코트,13.62397,0.25252511772267217,kw_b02,,,50000000,False
2026-07-04,naver_datalab_keyword,패션의류,,무스탕,8.44686,0.15656554703856002,kw_b02,,,50000000,False
2026-07-05,naver_datalab_keyword,패션의류,,반팔티,76.56675,1.0,kw_b02,,,50000000,True
2026-07-05,naver_datalab_keyword,패션의류,,패딩,5.99455,0.07829181727055151,kw_b02,,,50000000,False
2026-07-05,naver_datalab_keyword,패션의류,,롱패딩,0.27247,0.0035585942984389437,kw_b02,,,50000000,False
2026-07-05,naver_datalab_keyword,패션의류,,코트,6.81198,0.08896786137585833,kw_b02,,,50000000,False
2026-07-05,naver_datalab_keyword,패션의류,,무스탕,9.80926,0.12811383531363157,kw_b02,,,50000000,False
2026-07-06,naver_datalab_keyword,패션의류,,반팔티,63.48773,1.0,kw_b02,,,50000000,True
2026-07-06,naver_datalab_keyword,패션의류,,패딩,7.62942,0.12017156700987734,kw_b02,,,50000000,False
2026-07-06,naver_datalab_keyword,패션의류,,롱패딩,0.81743,0.01287540127832575,kw_b02,,,50000000,False
2026-07-06,naver_datalab_keyword,패션의류,,코트,3.54223,0.055793930575246585,kw_b02,,,50000000,False
2026-07-06,naver_datalab_keyword,패션의류,,무스탕,5.44959,0.08583690108309117,kw_b02,,,50000000,False
2026-07-07,naver_datalab_keyword,패션의류,,반팔티,100.0,1.0,kw_b02,,,50000000,True
2026-07-07,naver_datalab_keyword,패션의류,,패딩,2.72479,0.027247900000000002,kw_b02,,,50000000,False
2026-07-07,naver_datalab_keyword,패션의류,,롱패딩,0.81743,0.0081743,kw_b02,,,50000000,False
2026-07-07,naver_datalab_keyword,패션의류,,코트,8.17438,0.08174379999999999,kw_b02,,,50000000,False
2026-07-07,naver_datalab_keyword,패션의류,,무스탕,6.5395,0.06539500000000001,kw_b02,,,50000000,False
2026-07-08,naver_datalab_keyword,패션의류,,반팔티,71.66212,1.0,kw_b02,,,50000000,True
2026-07-08,naver_datalab_keyword,패션의류,,패딩,2.99727,0.041825025550458174,kw_b02,,,50000000,False
2026-07-08,naver_datalab_keyword,패션의류,,코트,12.53405,0.17490481721724113,kw_b02,,,50000000,False
2026-07-08,naver_datalab_keyword,패션의류,,무스탕,16.89373,0.23574142099061543,kw_b02,,,50000000,False
2026-07-09,naver_datalab_keyword,패션의류,,반팔티,55.04087,1.0,kw_b02,,,50000000,True
2026-07-09,naver_datalab_keyword,패션의류,,패딩,1.90735,0.03465334032692434,kw_b02,,,50000000,False
2026-07-09,naver_datalab_keyword,패션의류,,롱패딩,0.81743,0.014851327749724887,kw_b02,,,50000000,False
2026-07-09,naver_datalab_keyword,패션의류,,코트,5.17711,0.0940593780585227,kw_b02,,,50000000,False
2026-07-09,naver_datalab_keyword,패션의류,,무스탕,9.53678,0.1732672466841458,kw_b02,,,50000000,False
2026-07-10,naver_datalab_keyword,패션의류,,반팔티,50.68119,1.0,kw_b02,,,50000000,True
2026-07-10,naver_datalab_keyword,패션의류,,패딩,3.26975,0.06451604628857373,kw_b02,,,50000000,False
2026-07-10,naver_datalab_keyword,패션의류,,롱패딩,3.81471,0.07526875355531312,kw_b02,,,50000000,False
2026-07-10,naver_datalab_keyword,패션의류,,코트,4.35967,0.08602146082205253,kw_b02,,,50000000,False
2026-07-10,naver_datalab_keyword,패션의류,,무스탕,4.08719,0.08064510718868281,kw_b02,,,50000000,False
2026-07-11,naver_datalab_keyword,패션의류,,반팔티,75.47683,1.0,kw_b02,,,50000000,True
2026-07-11,naver_datalab_keyword,패션의류,,패딩,5.72207,0.07581227245500374,kw_b02,,,50000000,False
2026-07-11,naver_datalab_keyword,패션의류,,롱패딩,2.45231,0.03249089820014964,kw_b02,,,50000000,False
2026-07-11,naver_datalab_keyword,패션의류,,코트,6.26702,0.08303236900648847,kw_b02,,,50000000,False
2026-07-11,naver_datalab_keyword,패션의류,,무스탕,8.44686,0.1119132851763912,kw_b02,,,50000000,False
2026-07-12,naver_datalab_keyword,패션의류,,반팔티,79.29155,1.0,kw_b02,,,50000000,True
2026-07-12,naver_datalab_keyword,패션의류,,패딩,0.81743,0.010309169135929365,kw_b02,,,50000000,False
2026-07-12,naver_datalab_keyword,패션의류,,롱패딩,5.17711,0.06529207715071782,kw_b02,,,50000000,False
2026-07-12,naver_datalab_keyword,패션의류,,코트,4.90463,0.061855645399793546,kw_b02,,,50000000,False
2026-07-12,naver_datalab_keyword,패션의류,,무스탕,8.71934,0.10996556379588998,kw_b02,,,50000000,False
2026-07-13,naver_datalab_keyword,패션의류,,반팔티,71.11716,1.0,kw_b02,,,50000000,True
2026-07-13,naver_datalab_keyword,패션의류,,패딩,4.90463,0.06896549299775188,kw_b02,,,50000000,False
2026-07-13,naver_datalab_keyword,패션의류,,롱패딩,1.36239,0.019156979834402836,kw_b02,,,50000000,False
2026-07-13,naver_datalab_keyword,패션의류,,코트,8.99182,0.1264367137270386,kw_b02,,,50000000,False
2026-07-13,naver_datalab_keyword,패션의류,,무스탕,2.72479,0.03831410028184478,kw_b02,,,50000000,False
2026-07-14,naver_datalab_keyword,패션의류,,반팔티,84.46866,1.0,kw_b02,,,50000000,True
2026-07-14,naver_datalab_keyword,패션의류,,패딩,2.45231,0.029032187796041754,kw_b02,,,50000000,False
2026-07-14,naver_datalab_keyword,패션의류,,코트,1.63487,0.019354752401659975,kw_b02,,,50000000,False
2026-07-14,naver_datalab_keyword,패션의류,,무스탕,9.53678,0.1129031761602469,kw_b02,,,50000000,False
2026-07-15,naver_datalab_keyword,패션의류,,반팔티,58.03814,1.0,kw_b02,,,50000000,True
2026-07-15,naver_datalab_keyword,패션의류,,패딩,1.36239,0.023474046549389765,kw_b02,,,50000000,False
2026-07-15,naver_datalab_keyword,패션의류,,롱패딩,0.27247,0.004694671469485411,kw_b02,,,50000000,False
2026-07-15,naver_datalab_keyword,패션의류,,코트,6.81198,0.11737074964842086,kw_b02,,,50000000,False
2026-07-15,naver_datalab_keyword,패션의류,,무스탕,5.17711,0.089201859329055,kw_b02,,,50000000,False
2026-07-16,naver_datalab_keyword,패션의류,,반팔티,72.20708,1.0,kw_b02,,,50000000,True
2026-07-16,naver_datalab_keyword,패션의류,,패딩,3.54223,0.049056546809537235,kw_b02,,,50000000,False
2026-07-16,naver_datalab_keyword,패션의류,,롱패딩,2.17983,0.03018859092487883,kw_b02,,,50000000,False
2026-07-16,naver_datalab_keyword,패션의류,,코트,6.5395,0.09056591126521112,kw_b02,,,50000000,False
2026-07-16,naver_datalab_keyword,패션의류,,무스탕,6.81198,0.09433950244214279,kw_b02,,,50000000,False
2026-07-17,naver_datalab_keyword,패션의류,,반팔티,75.47683,1.0,kw_b02,,,50000000,True
2026-07-17,naver_datalab_keyword,패션의류,,패딩,2.99727,0.039711127242625315,kw_b02,,,50000000,False
2026-07-17,naver_datalab_keyword,패션의류,,롱패딩,2.17983,0.028880783678911788,kw_b02,,,50000000,False
2026-07-17,naver_datalab_keyword,패션의류,,코트,12.80653,0.16967498502520573,kw_b02,,,50000000,False
2026-07-17,naver_datalab_keyword,패션의류,,무스탕,12.80653,0.16967498502520573,kw_b02,,,50000000,False
2026-07-18,naver_datalab_keyword,패션의류,,반팔티,67.84741,1.0,kw_b02,,,50000000,True
2026-07-18,naver_datalab_keyword,패션의류,,패딩,4.08719,0.060240914133641944,kw_b02,,,50000000,False
2026-07-18,naver_datalab_keyword,패션의류,,롱패딩,2.99727,0.04417663106078773,kw_b02,,,50000000,False
2026-07-18,naver_datalab_keyword,패션의류,,코트,5.17711,0.07630519720649617,kw_b02,,,50000000,False
2026-07-18,naver_datalab_keyword,패션의류,,무스탕,11.71662,0.1726907482540601,kw_b02,,,50000000,False
2026-07-19,naver_datalab_keyword,패션의류,,반팔티,77.65667,1.0,kw_b02,,,50000000,True
2026-07-19,naver_datalab_keyword,패션의류,,패딩,1.08991,0.014034982442589926,kw_b02,,,50000000,False
2026-07-19,naver_datalab_keyword,패션의류,,롱패딩,1.08991,0.014034982442589926,kw_b02,,,50000000,False
