tm_fc,tm_ef,ta_min,ta_max
202310091800,202310170000,11.0,21.0
202310091800,202310180000,12.0,20.0
202310091800,202310190000,13.0,20.0
202310100600,202310130000,14.0,22.0
202310100600,202310140000,13.0,20.0
202310100600,202310150000,12.0,21.0
202310100600,202310160000,12.0,21.0
202310100600,202310170000,11.0,20.0
202310100600,202310180000,12.0,20.0
202310100600,202310190000,12.0,21.0
202310100600,202310200000,11.0,20.0
202310101800,202310130000,14.0,22.0
202310101800,202310140000,13.0,19.0
202310101800,202310150000,12.0,20.0
202310101800,202310160000,11.0,19.0
202310101800,202310170000,10.0,19.0
202310101800,202310180000,11.0,20.0
202310101800,202310190000,12.0,20.0
202310101800,202310200000,12.0,19.0
202310110600,202310140000,14.0,19.0
202310110600,202310150000,12.0,20.0
202310110600,202310160000,11.0,18.0
202310110600,202310170000,9.0,19.0
202310110600,202310180000,11.0,20.0
202310110600,202310190000,13.0,20.0
202310110600,202310200000,11.0,19.0
202310110600,202310210000,10.0,19.0
202310111800,202310140000,14.0,19.0
202310111800,202310150000,12.0,21.0
202310111800,202310160000,10.0,18.0
202310111800,202310170000,9.0,19.0
202310111800,202310180000,11.0,20.0
202310111800,202310190000,13.0,20.0
202310111800,202310200000,12.0,19.0
202310111800,202310210000,9.0,18.0
202310120600,202310150000,12.0,21.0
202310120600,202310160000,10.0,18.0
202310120600,202310170000,9.0,19.0
202310120600,202310180000,11.0,20.0
202310120600,202310190000,13.0,20.0
202310120600,202310200000,11.0,18.0
202310120600,202310210000,9.0,18.0
202310120600,202310220000,9.0,18.0
202310121800,202310150000,12.0,21.0
202310121800,202310160000,10.0,19.0
202310121800,202310170000,9.0,20.0
202310121800,202310180000,11.0,21.0
202310121800,202310190000,13.0,20.0
202310121800,202310200000,11.0,18.0
202310121800,202310210000,9.0,16.0
202310121800,202310220000,7.0,18.0
202310130600,202310160000,10.0,19.0
202310130600,202310170000,9.0,20.0
202310130600,202310180000,11.0,21.0
202310130600,202310190000,13.0,20.0
202310130600,202310200000,11.0,17.0
202310130600,202310210000,8.0,16.0
202310130600,202310220000,7.0,18.0
202310130600,202310230000,9.0,18.0
202310131800,202310160000,10.0,19.0
202310131800,202310170000,9.0,21.0
202310131800,202310180000,11.0,21.0
202310131800,202310190000,14.0,19.0
202310131800,202310200000,10.0,15.0
202310131800,202310210000,6.0,14.0
202310131800,202310220000,6.0,16.0
202310131800,202310230000,9.0,18.0
202310140600,202310170000,9.0,21.0
202310140600,202310180000,11.0,21.0
202310140600,202310190000,14.0,19.0
202310140600,202310200000,10.0,15.0
202310140600,202310210000,6.0,14.0
202310140600,202310220000,6.0,16.0
202310140600,202310230000,9.0,18.0
202310140600,202310240000,11.0,20.0
202310141800,202310170000,9.0,21.0
202310141800,202310180000,11.0,21.0
202310141800,202310190000,14.0,19.0
202310141800,202310200000,10.0,15.0
202310141800,202310210000,6.0,14.0
202310141800,202310220000,6.0,16.0
202310141800,202310230000,9.0,18.0
202310141800,202310240000,11.0,20.0
202310150600,202310180000,11.0,21.0
202310150600,202310190000,15.0,20.0
202310150600,202310200000,10.0,16.0
202310150600,202310210000,6.0,13.0
202310150600,202310220000,4.0,15.0
202310150600,202310230000,8.0,17.0
202310150600,202310240000,10.0,19.0
202310150600,202310250000,11.0,19.0
202310151800,202310180000,11.0,21.0
202310151800,202310190000,15.0,20.0
202310151800,202310200000,10.0,16.0
202310151800,202310210000,6.0,13.0
202310151800,202310220000,4.0,15.0
202310151800,202310230000,8.0,17.0
202310151800,202310240000,10.0,19.0
202310151800,202310250000,11.0,19.0
202310160600,202310190000,15.0,19.0
202310160600,202310200000,11.0,15.0
202310160600,202310210000,4.0,13.0
202310160600,202310220000,4.0,15.0
202310160600,202310230000,10.0,18.0
202310160600,202310240000,11.0,19.0
202310160600,202310250000,11.0,19.0
202310160600,202310260000,12.0,20.0
202310161800,202310190000,15.0,19.0
202310161800,202310200000,10.0,14.0
202310161800,202310210000,4.0,13.0
202310161800,202310220000,4.0,15.0
202310161800,202310230000,10.0,18.0
202310161800,202310240000,11.0,19.0
202310161800,202310250000,11.0,19.0
202310161800,202310260000,11.0,20.0
202310170600,202310200000,9.0,14.0
202310170600,202310210000,4.0,13.0
202310170600,202310220000,4.0,15.0
202310170600,202310230000,10.0,18.0
202310170600,202310240000,11.0,19.0
202310170600,202310250000,11.0,19.0
202310170600,202310260000,12.0,21.0
202310170600,202310270000,11.0,21.0
202310171800,202310200000,10.0,14.0
202310171800,202310210000,5.0,16.0
202310171800,202310220000,5.0,17.0
202310171800,202310230000,10.0,20.0
202310171800,202310240000,11.0,20.0
202310171800,202310250000,12.0,20.0
202310171800,202310260000,12.0,21.0
202310171800,202310270000,11.0,21.0
202310180600,202310210000,5.0,16.0
202310180600,202310220000,5.0,18.0
202310180600,202310230000,10.0,20.0
202310180600,202310240000,11.0,20.0
202310180600,202310250000,12.0,20.0
202310180600,202310260000,12.0,21.0
202310180600,202310270000,11.0,21.0
202310180600,202310280000,12.0,20.0
202310181800,202310210000,5.0,16.0
202310181800,202310220000,7.0,18.0
202310181800,202310230000,10.0,20.0
202310181800,202310240000,11.0,20.0
202310181800,202310250000,11.0,20.0
202310181800,202310260000,11.0,20.0
202310181800,202310270000,12.0,20.0
202310181800,202310280000,11.0,20.0
202310190600,202310220000,7.0,18.0
202310190600,202310230000,10.0,20.0
202310190600,202310240000,11.0,20.0
202310190600,202310250000,11.0,20.0
202310190600,202310260000,11.0,20.0
202310190600,202310270000,12.0,20.0
202310190600,202310280000,11.0,20.0
202310190600,202310290000,12.0,18.0
202310191800,202310220000,7.0,18.0
202310191800,202310230000,10.0,20.0
202310191800,202310240000,11.0,20.0
202310191800,202310250000,12.0,20.0
202310191800,202310260000,12.0,20.0
202310191800,202310270000,12.0,19.0
202310191800,202310280000,10.0,19.0
202310191800,202310290000,9.0,19.0
202310200600,202310230000,10.0,20.0
202310200600,202310240000,11.0,20.0
202310200600,202310250000,12.0,21.0
202310200600,202310260000,12.0,20.0
202310200600,202310270000,12.0,19.0
202310200600,202310280000,10.0,19.0
202310200600,202310290000,10.0,19.0
202310200600,202310300000,11.0,20.0
202310201800,202310230000,10.0,20.0
202310201800,202310240000,12.0,20.0
202310201800,202310250000,13.0,21.0
202310201800,202310260000,13.0,21.0
202310201800,202310270000,13.0,19.0
202310201800,202310280000,11.0,19.0
202310201800,202310290000,10.0,19.0
202310201800,202310300000,11.0,20.0
202310210600,202310240000,12.0,20.0
202310210600,202310250000,13.0,21.0
202310210600,202310260000,14.0,20.0
202310210600,202310270000,11.0,19.0
202310210600,202310280000,10.0,19.0
202310210600,202310290000,11.0,19.0
202310210600,202310300000,11.0,20.0
202310210600,202310310000,12.0,20.0
202310211800,202310240000,12.0,19.0
202310211800,202310250000,13.0,21.0
202310211800,202310260000,14.0,20.0
202310211800,202310270000,11.0,19.0
202310211800,202310280000,10.0,19.0
202310211800,202310290000,11.0,19.0
202310211800,202310300000,11.0,20.0
202310211800,202310310000,12.0,20.0
202310220600,202310250000,13.0,21.0
202310220600,202310260000,13.0,19.0
202310220600,202310270000,11.0,19.0
202310220600,202310280000,10.0,19.0
202310220600,202310290000,10.0,19.0
202310220600,202310300000,11.0,19.0
202310220600,202310310000,11.0,20.0
202310220600,202311010000,11.0,20.0
202310221800,202310250000,13.0,21.0
202310221800,202310260000,13.0,19.0
202310221800,202310270000,11.0,19.0
202310221800,202310280000,10.0,19.0
202310221800,202310290000,10.0,19.0
202310221800,202310300000,11.0,19.0
202310221800,202310310000,11.0,20.0
202310221800,202311010000,11.0,20.0
202310230600,202310260000,13.0,19.0
202310230600,202310270000,11.0,19.0
202310230600,202310280000,10.0,19.0
202310230600,202310290000,10.0,20.0
202310230600,202310300000,10.0,20.0
202310230600,202310310000,11.0,20.0
202310230600,202311010000,10.0,19.0
202310230600,202311020000,12.0,18.0
202310231800,202310260000,14.0,21.0
202310231800,202310270000,12.0,19.0
202310231800,202310280000,10.0,19.0
202310231800,202310290000,10.0,20.0
202310231800,202310300000,10.0,20.0
202310231800,202310310000,11.0,20.0
202310231800,202311010000,11.0,20.0
202310231800,202311020000,11.0,19.0
202310240600,202310270000,12.0,19.0
202310240600,202310280000,10.0,19.0
202310240600,202310290000,10.0,20.0
202310240600,202310300000,10.0,20.0
202310240600,202310310000,11.0,20.0
202310240600,202311010000,11.0,20.0
202310240600,202311020000,11.0,19.0
202310240600,202311030000,11.0,17.0
202310241800,202310270000,10.0,19.0
202310241800,202310280000,9.0,19.0
202310241800,202310290000,10.0,20.0
202310241800,202310300000,11.0,21.0
202310241800,202310310000,10.0,20.0
202310241800,202311010000,11.0,20.0
202310241800,202311020000,11.0,19.0
202310241800,202311030000,12.0,17.0
202310250600,202310280000,9.0,19.0
202310250600,202310290000,10.0,20.0
202310250600,202310300000,11.0,21.0
202310250600,202310310000,10.0,20.0
202310250600,202311010000,11.0,20.0
202310250600,202311020000,11.0,19.0
202310250600,202311030000,12.0,17.0
202310250600,202311040000,9.0,16.0
202310251800,202310280000,9.0,19.0
202310251800,202310290000,10.0,20.0
202310251800,202310300000,11.0,20.0
202310251800,202310310000,11.0,20.0
202310251800,202311010000,11.0,20.0
202310251800,202311020000,13.0,19.0
202310251800,202311030000,13.0,19.0
202310251800,202311040000,11.0,16.0
202310260600,202310290000,10.0,20.0
202310260600,202310300000,11.0,20.0
202310260600,202310310000,11.0,20.0
202310260600,202311010000,11.0,20.0
202310260600,202311020000,13.0,19.0
202310260600,202311030000,13.0,19.0
202310260600,202311040000,11.0,16.0
202310260600,202311050000,8.0,15.0
202310261800,202310290000,9.0,20.0
202310261800,202310300000,11.0,20.0
202310261800,202310310000,11.0,20.0
202310261800,202311010000,11.0,20.0
202310261800,202311020000,13.0,19.0
202310261800,202311030000,13.0,19.0
202310261800,202311040000,11.0,16.0
202310261800,202311050000,8.0,15.0
202310270600,202310300000,10.0,21.0
202310270600,202310310000,11.0,20.0
202310270600,202311010000,13.0,20.0
202310270600,202311020000,15.0,21.0
202310270600,202311030000,14.0,20.0
202310270600,202311040000,11.0,18.0
202310270600,202311050000,10.0,16.0
202310270600,202311060000,10.0,18.0
202310271800,202310300000,11.0,21.0
202310271800,202310310000,11.0,20.0
202310271800,202311010000,13.0,20.0
202310271800,202311020000,15.0,21.0
202310271800,202311030000,14.0,20.0
202310271800,202311040000,12.0,18.0
202310271800,202311050000,10.0,17.0
202310271800,202311060000,9.0,17.0
202310280600,202310310000,12.0,20.0
202310280600,202311010000,14.0,21.0
202310280600,202311020000,14.0,21.0
202310280600,202311030000,14.0,20.0
202310280600,202311040000,14.0,19.0
202310280600,202311050000,11.0,17.0
202310280600,202311060000,7.0,13.0
202310280600,202311070000,7.0,15.0
202310281800,202310310000,12.0,20.0
202310281800,202311010000,14.0,21.0
202310281800,202311020000,14.0,21.0
202310281800,202311030000,14.0,20.0
202310281800,202311040000,14.0,19.0
202310281800,202311050000,11.0,17.0
202310281800,202311060000,7.0,13.0
202310281800,202311070000,7.0,15.0
202310290600,202311010000,14.0,21.0
202310290600,202311020000,16.0,22.0
202310290600,202311030000,15.0,21.0
202310290600,202311040000,15.0,19.0
202310290600,202311050000,12.0,17.0
202310290600,202311060000,7.0,12.0
202310290600,202311070000,5.0,15.0
202310290600,202311080000,9.0,17.0
202310291800,202311010000,15.0,22.0
202310291800,202311020000,16.0,22.0
202310291800,202311030000,15.0,21.0
202310291800,202311040000,15.0,19.0
202310291800,202311050000,11.0,18.0
202310291800,202311060000,7.0,13.0
202310291800,202311070000,6.0,15.0
202310291800,202311080000,7.0,17.0
202310300600,202311020000,16.0,22.0
202310300600,202311030000,15.0,21.0
202310300600,202311040000,15.0,19.0
202310300600,202311050000,12.0,18.0
202310300600,202311060000,7.0,13.0
202310300600,202311070000,6.0,15.0
202310300600,202311080000,7.0,16.0
202310300600,202311090000,11.0,17.0
202310301800,202311020000,17.0,24.0
202310301800,202311030000,16.0,21.0
202310301800,202311040000,15.0,20.0
202310301800,202311050000,13.0,18.0
202310301800,202311060000,10.0,13.0
202310301800,202311070000,5.0,14.0
202310301800,202311080000,8.0,15.0
202310301800,202311090000,7.0,15.0
202310310600,202311030000,16.0,21.0
202310310600,202311040000,15.0,20.0
202310310600,202311050000,13.0,18.0
202310310600,202311060000,10.0,12.0
202310310600,202311070000,5.0,14.0
202310310600,202311080000,7.0,15.0
202310310600,202311090000,7.0,15.0
202310310600,202311100000,8.0,14.0
202310311800,202311030000,16.0,21.0
202310311800,202311040000,14.0,20.0
202310311800,202311050000,14.0,18.0
202310311800,202311060000,10.0,12.0
202310311800,202311070000,4.0,13.0
202310311800,202311080000,7.0,14.0
202310311800,202311090000,7.0,14.0
202310311800,202311100000,7.0,13.0
202311010600,202311040000,14.0,20.0
202311010600,202311050000,14.0,18.0
202311010600,202311060000,10.0,12.0
202311010600,202311070000,4.0,13.0
202311010600,202311080000,7.0,14.0
202311010600,202311090000,7.0,14.0
202311010600,202311100000,7.0,13.0
202311010600,202311110000,6.0,13.0
202311011800,202311040000,15.0,19.0
202311011800,202311050000,14.0,18.0
202311011800,202311060000,14.0,14.0
202311011800,202311070000,4.0,12.0
202311011800,202311080000,6.0,15.0
202311011800,202311090000,6.0,15.0
202311011800,202311100000,8.0,14.0
202311011800,202311110000,5.0,12.0
202311020600,202311050000,14.0,18.0
202311020600,202311060000,14.0,14.0
202311020600,202311070000,4.0,11.0
202311020600,202311080000,5.0,15.0
202311020600,202311090000,6.0,16.0
202311020600,202311100000,8.0,14.0
202311020600,202311110000,5.0,12.0
202311020600,202311120000,2.0,8.0
202311021800,202311050000,14.0,18.0
202311021800,202311060000,14.0,15.0
202311021800,202311070000,4.0,11.0
202311021800,202311080000,4.0,14.0
202311021800,202311090000,7.0,15.0
202311021800,202311100000,7.0,14.0
202311021800,202311110000,5.0,12.0
202311021800,202311120000,3.0,9.0
202311030600,202311060000,14.0,15.0
202311030600,202311070000,4.0,11.0
202311030600,202311080000,4.0,13.0
202311030600,202311090000,7.0,14.0
202311030600,202311100000,6.0,14.0
202311030600,202311110000,5.0,12.0
202311030600,202311120000,3.0,10.0
202311030600,202311130000,4.0,12.0
202311031800,202311060000,18.0,15.0
202311031800,202311070000,4.0,11.0
202311031800,202311080000,5.0,13.0
202311031800,202311090000,6.0,13.0
202311031800,202311100000,5.0,14.0
202311031800,202311110000,6.0,13.0
202311031800,202311120000,3.0,10.0
202311031800,202311130000,3.0,10.0
202311040600,202311070000,4.0,11.0
202311040600,202311080000,5.0,13.0
202311040600,202311090000,6.0,14.0
202311040600,202311100000,5.0,13.0
202311040600,202311110000,5.0,12.0
202311040600,202311120000,2.0,9.0
202311040600,202311130000,1.0,9.0
202311040600,202311140000,3.0,10.0
202311041800,202311070000,4.0,10.0
202311041800,202311080000,4.0,14.0
202311041800,202311090000,8.0,16.0
202311041800,202311100000,7.0,13.0
202311041800,202311110000,4.0,10.0
202311041800,202311120000,0.0,7.0
202311041800,202311130000,0.0,8.0
202311041800,202311140000,1.0,8.0
202311050600,202311080000,4.0,14.0
202311050600,202311090000,8.0,17.0
202311050600,202311100000,7.0,13.0
202311050600,202311110000,5.0,9.0
202311050600,202311120000,-1.0,7.0
202311050600,202311130000,0.0,8.0
202311050600,202311140000,1.0,9.0
202311050600,202311150000,2.0,10.0
202311051800,202311080000,4.0,15.0
202311051800,202311090000,8.0,17.0
202311051800,202311100000,6.0,12.0
202311051800,202311110000,3.0,9.0
202311051800,202311120000,-1.0,7.0
202311051800,202311130000,-1.0,7.0
202311051800,202311140000,0.0,9.0
202311051800,202311150000,1.0,10.0
202311060600,202311090000,8.0,17.0
202311060600,202311100000,5.0,12.0
202311060600,202311110000,2.0,9.0
202311060600,202311120000,-1.0,7.0
202311060600,202311130000,-1.0,7.0
202311060600,202311140000,0.0,9.0
202311060600,202311150000,1.0,10.0
202311060600,202311160000,4.0,11.0
202311061800,202311090000,8.0,17.0
202311061800,202311100000,5.0,10.0
202311061800,202311110000,0.0,9.0
202311061800,202311120000,0.0,7.0
202311061800,202311130000,-2.0,7.0
202311061800,202311140000,0.0,9.0
202311061800,202311150000,2.0,11.0
202311061800,202311160000,4.0,11.0
202311070600,202311100000,4.0,10.0
202311070600,202311110000,0.0,8.0
202311070600,202311120000,0.0,7.0
202311070600,202311130000,-2.0,7.0
202311070600,202311140000,1.0,9.0
202311070600,202311150000,3.0,11.0
202311070600,202311160000,4.0,11.0
202311070600,202311170000,4.0,10.0
202311071800,202311100000,4.0,10.0
202311071800,202311110000,0.0,8.0
202311071800,202311120000,0.0,7.0
202311071800,202311130000,-2.0,7.0
202311071800,202311140000,1.0,9.0
202311071800,202311150000,3.0,11.0
202311071800,202311160000,4.0,11.0
202311071800,202311170000,4.0,10.0
202311080600,202311110000,0.0,8.0
202311080600,202311120000,-1.0,7.0
202311080600,202311130000,-2.0,8.0
202311080600,202311140000,1.0,9.0
202311080600,202311150000,3.0,12.0
202311080600,202311160000,4.0,12.0
202311080600,202311170000,5.0,10.0
202311080600,202311180000,2.0,9.0
202311081800,202311110000,-1.0,8.0
202311081800,202311120000,-1.0,7.0
202311081800,202311130000,-2.0,8.0
202311081800,202311140000,1.0,9.0
202311081800,202311150000,3.0,12.0
202311081800,202311160000,4.0,12.0
202311081800,202311170000,5.0,10.0
202311081800,202311180000,2.0,9.0
202311090600,202311120000,-2.0,7.0
202311090600,202311130000,-2.0,8.0
202311090600,202311140000,1.0,9.0
202311090600,202311150000,3.0,12.0
202311090600,202311160000,4.0,12.0
202311090600,202311170000,4.0,10.0
202311090600,202311180000,2.0,9.0
202311090600,202311190000,3.0,11.0
202311091800,202311120000,-2.0,6.0
202311091800,202311130000,-2.0,8.0
202311091800,202311140000,1.0,9.0
202311091800,202311150000,3.0,12.0
202311091800,202311160000,5.0,12.0
202311091800,202311170000,4.0,10.0
202311091800,202311180000,1.0,9.0
202311091800,202311190000,3.0,11.0
202311100600,202311130000,-3.0,7.0
202311100600,202311140000,0.0,10.0
202311100600,202311150000,4.0,13.0
202311100600,202311160000,6.0,12.0
202311100600,202311170000,5.0,8.0
202311100600,202311180000,1.0,9.0
202311100600,202311190000,3.0,13.0
202311100600,202311200000,6.0,13.0
202311101800,202311130000,-3.0,7.0
202311101800,202311140000,0.0,10.0
202311101800,202311150000,3.0,13.0
202311101800,202311160000,6.0,11.0
202311101800,202311170000,6.0,8.0
202311101800,202311180000,1.0,8.0
202311101800,202311190000,2.0,11.0
202311101800,202311200000,2.0,12.0
202311110600,202311140000,0.0,10.0
202311110600,202311150000,3.0,13.0
202311110600,202311160000,6.0,11.0
202311110600,202311170000,6.0,8.0
202311110600,202311180000,0.0,7.0
202311110600,202311190000,2.0,11.0
202311110600,202311200000,3.0,12.0
202311110600,202311210000,5.0,12.0
202311111800,202311140000,0.0,10.0
202311111800,202311150000,4.0,13.0
202311111800,202311160000,6.0,11.0
202311111800,202311170000,4.0,9.0
202311111800,202311180000,0.0,10.0
202311111800,202311190000,4.0,13.0
202311111800,202311200000,5.0,13.0
202311111800,202311210000,6.0,13.0
202311120600,202311150000,4.0,13.0
202311120600,202311160000,6.0,11.0
202311120600,202311170000,4.0,9.0
202311120600,202311180000,0.0,10.0
202311120600,202311190000,4.0,13.0
202311120600,202311200000,5.0,13.0
202311120600,202311210000,6.0,13.0
202311120600,202311220000,5.0,10.0
202311121800,202311150000,4.0,12.0
202311121800,202311160000,6.0,10.0
202311121800,202311170000,2.0,7.0
202311121800,202311180000,0.0,11.0
202311121800,202311190000,6.0,14.0
202311121800,202311200000,6.0,14.0
202311121800,202311210000,7.0,14.0
202311121800,202311220000,5.0,10.0
202311130600,202311160000,6.0,10.0
202311130600,202311170000,1.0,6.0
202311130600,202311180000,-1.0,10.0
202311130600,202311190000,6.0,13.0
202311130600,202311200000,5.0,13.0
202311130600,202311210000,7.0,14.0
202311130600,202311220000,6.0,12.0
202311130600,202311230000,2.0,9.0
202311131800,202311160000,6.0,9.0
202311131800,202311170000,0.0,5.0
202311131800,202311180000,-1.0,9.0
202311131800,202311190000,5.0,12.0
202311131800,202311200000,4.0,12.0
202311131800,202311210000,6.0,14.0
202311131800,202311220000,7.0,11.0
202311131800,202311230000,1.0,8.0
202311140600,202311170000,0.0,3.0
202311140600,202311180000,-1.0,8.0
202311140600,202311190000,4.0,11.0
202311140600,202311200000,2.0,12.0
202311140600,202311210000,5.0,14.0
202311140600,202311220000,6.0,13.0
202311140600,202311230000,3.0,9.0
202311140600,202311240000,1.0,8.0
202311141800,202311170000,0.0,3.0
202311141800,202311180000,-1.0,8.0
202311141800,202311190000,4.0,12.0
202311141800,202311200000,2.0,12.0
202311141800,202311210000,5.0,15.0
202311141800,202311220000,7.0,14.0
202311141800,202311230000,5.0,10.0
202311141800,202311240000,-1.0,6.0
202311150600,202311180000,-2.0,7.0
202311150600,202311190000,3.0,13.0
202311150600,202311200000,2.0,11.0
202311150600,202311210000,4.0,14.0
202311150600,202311220000,7.0,14.0
202311150600,202311230000,7.0,9.0
202311150600,202311240000,-1.0,4.0
202311150600,202311250000,-1.0,6.0
202311151800,202311180000,-3.0,8.0
202311151800,202311190000,3.0,13.0
202311151800,202311200000,2.0,11.0
202311151800,202311210000,4.0,14.0
202311151800,202311220000,7.0,14.0
202311151800,202311230000,7.0,9.0
202311151800,202311240000,-2.0,4.0
202311151800,202311250000,-3.0,6.0
202311160600,202311190000,2.0,13.0
202311160600,202311200000,1.0,11.0
202311160600,202311210000,3.0,13.0
202311160600,202311220000,6.0,14.0
202311160600,202311230000,6.0,9.0
202311160600,202311240000,-3.0,2.0
202311160600,202311250000,-4.0,4.0
202311160600,202311260000,-1.0,6.0
202311161800,202311190000,2.0,13.0
202311161800,202311200000,1.0,11.0
202311161800,202311210000,3.0,13.0
202311161800,202311220000,6.0,14.0
202311161800,202311230000,6.0,8.0
202311161800,202311240000,-3.0,4.0
202311161800,202311250000,-3.0,6.0
202311161800,202311260000,1.0,7.0
202311170600,202311200000,1.0,11.0
202311170600,202311210000,3.0,13.0
202311170600,202311220000,6.0,14.0
202311170600,202311230000,5.0,8.0
202311170600,202311240000,-3.0,3.0
202311170600,202311250000,-3.0,6.0
202311170600,202311260000,1.0,7.0
202311170600,202311270000,2.0,8.0
202311171800,202311200000,2.0,12.0
202311171800,202311210000,3.0,14.0
202311171800,202311220000,6.0,15.0
202311171800,202311230000,5.0,8.0
202311171800,202311240000,-4.0,1.0
202311171800,202311250000,-4.0,4.0
202311171800,202311260000,0.0,9.0
202311171800,202311270000,2.0,10.0
202311180600,202311210000,3.0,14.0
202311180600,202311220000,6.0,15.0
202311180600,202311230000,5.0,8.0
202311180600,202311240000,-4.0,1.0
202311180600,202311250000,-4.0,4.0
202311180600,202311260000,0.0,9.0
202311180600,202311270000,2.0,10.0
202311180600,202311280000,2.0,8.0
202311181800,202311210000,3.0,14.0
202311181800,202311220000,6.0,15.0
202311181800,202311230000,5.0,7.0
202311181800,202311240000,-4.0,1.0
202311181800,202311250000,-5.0,4.0
202311181800,202311260000,-1.0,8.0
202311181800,202311270000,2.0,8.0
202311181800,202311280000,1.0,8.0
202311190600,202311220000,6.0,15.0
202311190600,202311230000,6.0,7.0
202311190600,202311240000,-4.0,1.0
202311190600,202311250000,-5.0,4.0
202311190600,202311260000,-1.0,8.0
202311190600,202311270000,2.0,8.0
202311190600,202311280000,1.0,8.0
202311190600,202311290000,0.0,7.0
202311191800,202311220000,5.0,15.0
202311191800,202311230000,6.0,7.0
202311191800,202311240000,-4.0,1.0
202311191800,202311250000,-5.0,4.0
202311191800,202311260000,-2.0,8.0
202311191800,202311270000,3.0,8.0
202311191800,202311280000,1.0,7.0
202311191800,202311290000,0.0,7.0
202311200600,202311230000,9.0,9.0
202311200600,202311240000,-4.0,1.0
202311200600,202311250000,-5.0,3.0
202311200600,202311260000,-1.0,7.0
202311200600,202311270000,4.0,10.0
202311200600,202311280000,1.0,7.0
202311200600,202311290000,0.0,9.0
202311200600,202311300000,1.0,9.0
202311201800,202311230000,9.0,10.0
202311201800,202311240000,-4.0,1.0
202311201800,202311250000,-5.0,3.0
202311201800,202311260000,-1.0,7.0
202311201800,202311270000,4.0,10.0
202311201800,202311280000,0.0,7.0
202311201800,202311290000,0.0,8.0
202311201800,202311300000,1.0,9.0
202311210600,202311240000,-3.0,1.0
202311210600,202311250000,-4.0,3.0
202311210600,202311260000,-2.0,7.0
202311210600,202311270000,4.0,10.0
202311210600,202311280000,0.0,6.0
202311210600,202311290000,-1.0,6.0
202311210600,202311300000,0.0,7.0
202311210600,202312010000,-2.0,6.0
202311211800,202311240000,-3.0,2.0
202311211800,202311250000,-4.0,3.0
202311211800,202311260000,-2.0,5.0
202311211800,202311270000,3.0,10.0
202311211800,202311280000,-1.0,4.0
202311211800,202311290000,-3.0,4.0
202311211800,202311300000,-2.0,6.0
202311211800,202312010000,-3.0,5.0
202311220600,202311250000,-5.0,4.0
202311220600,202311260000,-2.0,5.0
202311220600,202311270000,4.0,11.0
202311220600,202311280000,-2.0,3.0
202311220600,202311290000,-4.0,5.0
202311220600,202311300000,-3.0,4.0
202311220600,202312010000,-3.0,4.0
202311220600,202312020000,-3.0,5.0
202311221800,202311250000,-6.0,4.0
202311221800,202311260000,-2.0,5.0
202311221800,202311270000,4.0,10.0
202311221800,202311280000,-2.0,4.0
202311221800,202311290000,-3.0,4.0
202311221800,202311300000,-3.0,3.0
202311221800,202312010000,-4.0,3.0
202311221800,202312020000,-4.0,5.0
202311230600,202311260000,-2.0,5.0
202311230600,202311270000,4.0,10.0
202311230600,202311280000,-2.0,3.0
202311230600,202311290000,-3.0,4.0
202311230600,202311300000,-4.0,3.0
202311230600,202312010000,-4.0,3.0
202311230600,202312020000,-4.0,5.0
202311230600,202312030000,-2.0,5.0
202311231800,202311260000,-2.0,6.0
202311231800,202311270000,4.0,11.0
202311231800,202311280000,-3.0,2.0
202311231800,202311290000,-4.0,3.0
202311231800,202311300000,-5.0,1.0
202311231800,202312010000,-5.0,3.0
202311231800,202312020000,-3.0,6.0
202311231800,202312030000,0.0,7.0
202311240600,202311270000,4.0,11.0
202311240600,202311280000,-3.0,2.0
202311240600,202311290000,-4.0,3.0
202311240600,202311300000,-5.0,1.0
202311240600,202312010000,-5.0,3.0
202311240600,202312020000,-3.0,5.0
202311240600,202312030000,-1.0,6.0
202311240600,202312040000,-3.0,4.0
202311241800,202311270000,3.0,11.0
202311241800,202311280000,-2.0,2.0
202311241800,202311290000,-4.0,3.0
202311241800,202311300000,-5.0,1.0
202311241800,202312010000,-5.0,3.0
202311241800,202312020000,-3.0,4.0
202311241800,202312030000,-3.0,5.0
202311241800,202312040000,-2.0,5.0
202311250600,202311280000,-2.0,2.0
202311250600,202311290000,-4.0,3.0
202311250600,202311300000,-5.0,1.0
202311250600,202312010000,-5.0,3.0
202311250600,202312020000,-3.0,4.0
202311250600,202312030000,-3.0,5.0
202311250600,202312040000,-2.0,5.0
202311250600,202312050000,-1.0,6.0
202311251800,202311280000,-1.0,3.0
202311251800,202311290000,-4.0,3.0
202311251800,202311300000,-5.0,1.0
202311251800,202312010000,-5.0,3.0
202311251800,202312020000,-3.0,4.0
202311251800,202312030000,-2.0,6.0
202311251800,202312040000,-1.0,7.0
202311251800,202312050000,-1.0,6.0
202311260600,202311290000,-4.0,3.0
202311260600,202311300000,-7.0,0.0
202311260600,202312010000,-5.0,3.0
202311260600,202312020000,-3.0,6.0
202311260600,202312030000,-1.0,7.0
202311260600,202312040000,0.0,8.0
202311260600,202312050000,0.0,8.0
202311260600,202312060000,-1.0,6.0
202311261800,202311290000,-4.0,4.0
202311261800,202311300000,-7.0,0.0
202311261800,202312010000,-5.0,3.0
202311261800,202312020000,-3.0,6.0
202311261800,202312030000,-1.0,7.0
