tm_fc,tm_ef,ta_min,ta_max
202406051800,202406130000,20.0,29.0
202406051800,202406140000,20.0,30.0
202406051800,202406150000,20.0,29.0
202406060600,202406090000,18.0,29.0
202406060600,202406100000,19.0,29.0
202406060600,202406110000,19.0,29.0
202406060600,202406120000,20.0,29.0
202406060600,202406130000,20.0,30.0
202406060600,202406140000,20.0,30.0
202406060600,202406150000,20.0,30.0
202406060600,202406160000,21.0,30.0
202406061800,202406090000,19.0,29.0
202406061800,202406100000,19.0,29.0
202406061800,202406110000,20.0,30.0
202406061800,202406120000,20.0,30.0
202406061800,202406130000,20.0,30.0
202406061800,202406140000,20.0,29.0
202406061800,202406150000,20.0,30.0
202406061800,202406160000,21.0,30.0
202406070600,202406100000,19.0,29.0
202406070600,202406110000,20.0,30.0
202406070600,202406120000,20.0,29.0
202406070600,202406130000,20.0,30.0
202406070600,202406140000,20.0,29.0
202406070600,202406150000,20.0,30.0
202406070600,202406160000,21.0,30.0
202406070600,202406170000,21.0,29.0
202406071800,202406100000,19.0,29.0
202406071800,202406110000,20.0,31.0
202406071800,202406120000,21.0,30.0
202406071800,202406130000,20.0,30.0
202406071800,202406140000,21.0,30.0
202406071800,202406150000,21.0,30.0
202406071800,202406160000,21.0,30.0
202406071800,202406170000,21.0,29.0
202406080600,202406110000,20.0,31.0
202406080600,202406120000,21.0,30.0
202406080600,202406130000,20.0,30.0
202406080600,202406140000,21.0,30.0
202406080600,202406150000,21.0,30.0
202406080600,202406160000,21.0,30.0
202406080600,202406170000,21.0,29.0
202406080600,202406180000,21.0,30.0
202406081800,202406110000,20.0,32.0
202406081800,202406120000,20.0,30.0
202406081800,202406130000,20.0,31.0
202406081800,202406140000,21.0,31.0
202406081800,202406150000,21.0,30.0
202406081800,202406160000,21.0,29.0
202406081800,202406170000,21.0,29.0
202406081800,202406180000,21.0,29.0
202406090600,202406120000,20.0,30.0
202406090600,202406130000,20.0,31.0
202406090600,202406140000,21.0,31.0
202406090600,202406150000,21.0,30.0
202406090600,202406160000,21.0,29.0
202406090600,202406170000,21.0,29.0
202406090600,202406180000,21.0,29.0
202406090600,202406190000,21.0,28.0
202406091800,202406120000,20.0,31.0
202406091800,202406130000,20.0,31.0
202406091800,202406140000,21.0,31.0
202406091800,202406150000,21.0,30.0
202406091800,202406160000,20.0,29.0
202406091800,202406170000,20.0,29.0
202406091800,202406180000,20.0,30.0
202406091800,202406190000,21.0,29.0
202406100600,202406130000,20.0,32.0
202406100600,202406140000,21.0,32.0
202406100600,202406150000,21.0,30.0
202406100600,202406160000,20.0,29.0
202406100600,202406170000,19.0,29.0
202406100600,202406180000,20.0,30.0
202406100600,202406190000,21.0,29.0
202406100600,202406200000,21.0,28.0
202406101800,202406130000,20.0,32.0
202406101800,202406140000,20.0,33.0
202406101800,202406150000,21.0,30.0
202406101800,202406160000,20.0,29.0
202406101800,202406170000,19.0,29.0
202406101800,202406180000,20.0,30.0
202406101800,202406190000,21.0,29.0
202406101800,202406200000,21.0,28.0
202406110600,202406140000,20.0,32.0
202406110600,202406150000,21.0,31.0
202406110600,202406160000,20.0,29.0
202406110600,202406170000,19.0,29.0
202406110600,202406180000,20.0,29.0
202406110600,202406190000,21.0,29.0
202406110600,202406200000,21.0,29.0
202406110600,202406210000,21.0,27.0
202406111800,202406140000,21.0,31.0
202406111800,202406150000,21.0,31.0
202406111800,202406160000,20.0,29.0
202406111800,202406170000,19.0,29.0
202406111800,202406180000,20.0,29.0
202406111800,202406190000,20.0,30.0
202406111800,202406200000,21.0,29.0
202406111800,202406210000,20.0,28.0
202406120600,202406150000,21.0,29.0
202406120600,202406160000,19.0,29.0
202406120600,202406170000,19.0,29.0
202406120600,202406180000,20.0,30.0
202406120600,202406190000,20.0,30.0
202406120600,202406200000,21.0,30.0
202406120600,202406210000,21.0,30.0
202406120600,202406220000,20.0,29.0
202406121800,202406150000,20.0,28.0
202406121800,202406160000,19.0,29.0
202406121800,202406170000,19.0,29.0
202406121800,202406180000,20.0,30.0
202406121800,202406190000,20.0,30.0
202406121800,202406200000,21.0,30.0
202406121800,202406210000,21.0,29.0
202406121800,202406220000,21.0,29.0
202406130600,202406160000,19.0,29.0
202406130600,202406170000,19.0,29.0
202406130600,202406180000,20.0,31.0
202406130600,202406190000,20.0,31.0
202406130600,202406200000,21.0,30.0
202406130600,202406210000,21.0,29.0
202406130600,202406220000,21.0,29.0
202406130600,202406230000,21.0,29.0
202406131800,202406160000,19.0,30.0
202406131800,202406170000,19.0,30.0
202406131800,202406180000,20.0,31.0
202406131800,202406190000,21.0,32.0
202406131800,202406200000,21.0,30.0
202406131800,202406210000,21.0,29.0
202406131800,202406220000,21.0,29.0
202406131800,202406230000,21.0,28.0
202406140600,202406170000,19.0,30.0
202406140600,202406180000,20.0,32.0
202406140600,202406190000,21.0,32.0
202406140600,202406200000,21.0,30.0
202406140600,202406210000,21.0,29.0
202406140600,202406220000,21.0,29.0
202406140600,202406230000,21.0,29.0
202406140600,202406240000,21.0,28.0
202406141800,202406170000,19.0,31.0
202406141800,202406180000,20.0,32.0
202406141800,202406190000,21.0,33.0
202406141800,202406200000,22.0,31.0
202406141800,202406210000,22.0,31.0
202406141800,202406220000,21.0,30.0
202406141800,202406230000,21.0,29.0
202406141800,202406240000,21.0,28.0
202406150600,202406180000,20.0,32.0
202406150600,202406190000,21.0,33.0
202406150600,202406200000,22.0,31.0
202406150600,202406210000,22.0,30.0
202406150600,202406220000,22.0,30.0
202406150600,202406230000,21.0,30.0
202406150600,202406240000,21.0,29.0
202406150600,202406250000,20.0,29.0
202406151800,202406180000,20.0,32.0
202406151800,202406190000,21.0,33.0
202406151800,202406200000,22.0,31.0
202406151800,202406210000,22.0,30.0
202406151800,202406220000,22.0,31.0
202406151800,202406230000,21.0,31.0
202406151800,202406240000,20.0,28.0
202406151800,202406250000,20.0,28.0
202406160600,202406190000,20.0,33.0
202406160600,202406200000,22.0,31.0
202406160600,202406210000,22.0,30.0
202406160600,202406220000,22.0,31.0
202406160600,202406230000,21.0,31.0
202406160600,202406240000,20.0,28.0
202406160600,202406250000,20.0,28.0
202406160600,202406260000,21.0,28.0
202406161800,202406190000,21.0,34.0
202406161800,202406200000,22.0,32.0
202406161800,202406210000,22.0,30.0
202406161800,202406220000,21.0,30.0
202406161800,202406230000,21.0,29.0
202406161800,202406240000,20.0,28.0
202406161800,202406250000,21.0,28.0
202406161800,202406260000,21.0,29.0
202406170600,202406200000,22.0,33.0
202406170600,202406210000,21.0,32.0
202406170600,202406220000,22.0,31.0
202406170600,202406230000,21.0,29.0
202406170600,202406240000,20.0,29.0
202406170600,202406250000,20.0,29.0
202406170600,202406260000,21.0,29.0
202406170600,202406270000,21.0,29.0
202406171800,202406200000,23.0,33.0
202406171800,202406210000,22.0,32.0
202406171800,202406220000,22.0,31.0
202406171800,202406230000,21.0,29.0
202406171800,202406240000,20.0,29.0
202406171800,202406250000,20.0,29.0
202406171800,202406260000,21.0,29.0
202406171800,202406270000,21.0,29.0
202406180600,202406210000,22.0,32.0
202406180600,202406220000,22.0,31.0
202406180600,202406230000,22.0,30.0
202406180600,202406240000,21.0,29.0
202406180600,202406250000,21.0,29.0
202406180600,202406260000,21.0,29.0
202406180600,202406270000,21.0,29.0
202406180600,202406280000,21.0,29.0
202406181800,202406210000,23.0,34.0
202406181800,202406220000,22.0,30.0
202406181800,202406230000,22.0,30.0
202406181800,202406240000,21.0,29.0
202406181800,202406250000,21.0,29.0
202406181800,202406260000,21.0,29.0
202406181800,202406270000,21.0,29.0
202406181800,202406280000,21.0,29.0
202406190600,202406220000,23.0,30.0
202406190600,202406230000,22.0,31.0
202406190600,202406240000,21.0,29.0
202406190600,202406250000,21.0,29.0
202406190600,202406260000,21.0,30.0
202406190600,202406270000,21.0,29.0
202406190600,202406280000,21.0,29.0
202406190600,202406290000,22.0,28.0
202406191800,202406220000,23.0,29.0
202406191800,202406230000,22.0,30.0
202406191800,202406240000,21.0,28.0
202406191800,202406250000,21.0,30.0
202406191800,202406260000,21.0,31.0
202406191800,202406270000,21.0,30.0
202406191800,202406280000,22.0,30.0
202406191800,202406290000,22.0,29.0
202406200600,202406230000,22.0,29.0
202406200600,202406240000,21.0,28.0
202406200600,202406250000,21.0,30.0
202406200600,202406260000,21.0,31.0
202406200600,202406270000,21.0,30.0
202406200600,202406280000,22.0,29.0
202406200600,202406290000,22.0,28.0
202406200600,202406300000,22.0,29.0
202406201800,202406230000,22.0,31.0
202406201800,202406240000,21.0,28.0
202406201800,202406250000,20.0,30.0
202406201800,202406260000,21.0,30.0
202406201800,202406270000,21.0,30.0
202406201800,202406280000,22.0,30.0
202406201800,202406290000,22.0,29.0
202406201800,202406300000,22.0,30.0
202406210600,202406240000,21.0,28.0
202406210600,202406250000,20.0,30.0
202406210600,202406260000,21.0,30.0
202406210600,202406270000,21.0,30.0
202406210600,202406280000,22.0,30.0
202406210600,202406290000,22.0,29.0
202406210600,202406300000,22.0,30.0
202406210600,202407010000,22.0,29.0
202406211800,202406240000,20.0,26.0
202406211800,202406250000,19.0,29.0
202406211800,202406260000,20.0,30.0
202406211800,202406270000,21.0,31.0
202406211800,202406280000,22.0,31.0
202406211800,202406290000,22.0,30.0
202406211800,202406300000,23.0,29.0
202406211800,202407010000,22.0,29.0
202406220600,202406250000,19.0,28.0
202406220600,202406260000,20.0,30.0
202406220600,202406270000,21.0,31.0
202406220600,202406280000,22.0,31.0
202406220600,202406290000,22.0,30.0
202406220600,202406300000,23.0,29.0
202406220600,202407010000,22.0,29.0
202406220600,202407020000,22.0,28.0
202406221800,202406250000,19.0,28.0
202406221800,202406260000,19.0,30.0
202406221800,202406270000,21.0,31.0
202406221800,202406280000,22.0,31.0
202406221800,202406290000,22.0,29.0
202406221800,202406300000,23.0,28.0
202406221800,202407010000,22.0,29.0
202406221800,202407020000,23.0,28.0
202406230600,202406260000,19.0,30.0
202406230600,202406270000,21.0,31.0
202406230600,202406280000,22.0,32.0
202406230600,202406290000,22.0,30.0
202406230600,202406300000,23.0,29.0
202406230600,202407010000,22.0,30.0
202406230600,202407020000,23.0,29.0
202406230600,202407030000,23.0,29.0
202406231800,202406260000,19.0,30.0
202406231800,202406270000,20.0,32.0
202406231800,202406280000,22.0,32.0
202406231800,202406290000,22.0,30.0
202406231800,202406300000,23.0,29.0
202406231800,202407010000,22.0,29.0
202406231800,202407020000,23.0,28.0
202406231800,202407030000,23.0,28.0
202406240600,202406270000,21.0,32.0
202406240600,202406280000,22.0,32.0
202406240600,202406290000,22.0,30.0
202406240600,202406300000,23.0,27.0
202406240600,202407010000,22.0,29.0
202406240600,202407020000,23.0,28.0
202406240600,202407030000,23.0,28.0
202406240600,202407040000,23.0,28.0
202406241800,202406270000,21.0,32.0
202406241800,202406280000,22.0,33.0
202406241800,202406290000,22.0,30.0
202406241800,202406300000,23.0,27.0
202406241800,202407010000,22.0,30.0
202406241800,202407020000,23.0,29.0
202406241800,202407030000,23.0,28.0
202406241800,202407040000,23.0,28.0
202406250600,202406280000,22.0,33.0
202406250600,202406290000,22.0,30.0
202406250600,202406300000,23.0,27.0
202406250600,202407010000,22.0,30.0
202406250600,202407020000,23.0,29.0
202406250600,202407030000,23.0,28.0
202406250600,202407040000,23.0,28.0
202406250600,202407050000,23.0,29.0
202406251800,202406280000,22.0,33.0
202406251800,202406290000,22.0,30.0
202406251800,202406300000,24.0,27.0
202406251800,202407010000,22.0,28.0
202406251800,202407020000,23.0,28.0
202406251800,202407030000,23.0,28.0
202406251800,202407040000,23.0,28.0
202406251800,202407050000,23.0,28.0
202406260600,202406290000,22.0,31.0
202406260600,202406300000,24.0,27.0
202406260600,202407010000,23.0,28.0
202406260600,202407020000,23.0,27.0
202406260600,202407030000,23.0,28.0
202406260600,202407040000,23.0,28.0
202406260600,202407050000,23.0,28.0
202406260600,202407060000,23.0,29.0
202406261800,202406290000,23.0,31.0
202406261800,202406300000,23.0,28.0
202406261800,202407010000,23.0,30.0
202406261800,202407020000,23.0,27.0
202406261800,202407030000,23.0,28.0
202406261800,202407040000,23.0,29.0
202406261800,202407050000,23.0,29.0
202406261800,202407060000,23.0,29.0
202406270600,202406300000,23.0,26.0
202406270600,202407010000,22.0,30.0
202406270600,202407020000,23.0,27.0
202406270600,202407030000,23.0,28.0
202406270600,202407040000,23.0,29.0
202406270600,202407050000,23.0,29.0
202406270600,202407060000,23.0,29.0
202406270600,202407070000,23.0,28.0
202406271800,202406300000,23.0,27.0
202406271800,202407010000,23.0,30.0
202406271800,202407020000,23.0,28.0
202406271800,202407030000,23.0,28.0
202406271800,202407040000,23.0,29.0
202406271800,202407050000,23.0,29.0
202406271800,202407060000,23.0,29.0
202406271800,202407070000,23.0,28.0
202406280600,202407010000,22.0,31.0
202406280600,202407020000,23.0,28.0
202406280600,202407030000,23.0,28.0
202406280600,202407040000,23.0,29.0
202406280600,202407050000,23.0,29.0
202406280600,202407060000,23.0,29.0
202406280600,202407070000,23.0,29.0
202406280600,202407080000,22.0,29.0
202406281800,202407010000,23.0,31.0
202406281800,202407020000,23.0,28.0
202406281800,202407030000,23.0,29.0
202406281800,202407040000,23.0,28.0
202406281800,202407050000,23.0,29.0
202406281800,202407060000,23.0,30.0
202406281800,202407070000,23.0,29.0
202406281800,202407080000,23.0,29.0
202406290600,202407020000,23.0,27.0
202406290600,202407030000,23.0,29.0
202406290600,202407040000,22.0,29.0
202406290600,202407050000,22.0,29.0
202406290600,202407060000,23.0,30.0
202406290600,202407070000,23.0,29.0
202406290600,202407080000,23.0,29.0
202406290600,202407090000,23.0,30.0
202406291800,202407020000,24.0,27.0
202406291800,202407030000,23.0,28.0
202406291800,202407040000,22.0,29.0
202406291800,202407050000,22.0,29.0
202406291800,202407060000,23.0,30.0
202406291800,202407070000,23.0,29.0
202406291800,202407080000,23.0,29.0
202406291800,202407090000,23.0,30.0
202406300600,202407030000,22.0,27.0
202406300600,202407040000,22.0,29.0
202406300600,202407050000,22.0,29.0
202406300600,202407060000,23.0,30.0
202406300600,202407070000,23.0,29.0
202406300600,202407080000,23.0,29.0
202406300600,202407090000,23.0,30.0
202406300600,202407100000,22.0,29.0
202406301800,202407030000,23.0,27.0
202406301800,202407040000,22.0,28.0
202406301800,202407050000,22.0,30.0
202406301800,202407060000,23.0,29.0
202406301800,202407070000,23.0,29.0
202406301800,202407080000,23.0,29.0
202406301800,202407090000,23.0,29.0
202406301800,202407100000,22.0,29.0
202407010600,202407040000,22.0,28.0
202407010600,202407050000,22.0,30.0
202407010600,202407060000,23.0,28.0
202407010600,202407070000,23.0,28.0
202407010600,202407080000,23.0,29.0
202407010600,202407090000,23.0,29.0
202407010600,202407100000,22.0,29.0
202407010600,202407110000,23.0,29.0
202407011800,202407040000,22.0,27.0
202407011800,202407050000,21.0,29.0
202407011800,202407060000,23.0,29.0
202407011800,202407070000,24.0,28.0
202407011800,202407080000,23.0,29.0
202407011800,202407090000,23.0,29.0
202407011800,202407100000,22.0,29.0
202407011800,202407110000,22.0,28.0
202407020600,202407050000,23.0,29.0
202407020600,202407060000,23.0,30.0
202407020600,202407070000,24.0,28.0
202407020600,202407080000,23.0,29.0
202407020600,202407090000,23.0,29.0
202407020600,202407100000,23.0,29.0
202407020600,202407110000,22.0,29.0
202407020600,202407120000,23.0,27.0
202407021800,202407050000,23.0,29.0
202407021800,202407060000,23.0,29.0
202407021800,202407070000,24.0,29.0
202407021800,202407080000,24.0,29.0
202407021800,202407090000,23.0,28.0
202407021800,202407100000,23.0,30.0
202407021800,202407110000,23.0,30.0
202407021800,202407120000,23.0,28.0
202407030600,202407060000,24.0,27.0
202407030600,202407070000,23.0,29.0
202407030600,202407080000,24.0,29.0
202407030600,202407090000,23.0,29.0
202407030600,202407100000,23.0,30.0
202407030600,202407110000,23.0,29.0
202407030600,202407120000,23.0,29.0
202407030600,202407130000,23.0,30.0
202407031800,202407060000,24.0,29.0
202407031800,202407070000,23.0,29.0
202407031800,202407080000,24.0,29.0
202407031800,202407090000,23.0,28.0
202407031800,202407100000,23.0,29.0
202407031800,202407110000,23.0,29.0
202407031800,202407120000,23.0,29.0
202407031800,202407130000,23.0,29.0
202407040600,202407070000,23.0,29.0
202407040600,202407080000,24.0,29.0
202407040600,202407090000,24.0,28.0
202407040600,202407100000,23.0,28.0
202407040600,202407110000,22.0,29.0
202407040600,202407120000,23.0,29.0
202407040600,202407130000,23.0,29.0
202407040600,202407140000,23.0,29.0
202407041800,202407070000,23.0,30.0
202407041800,202407080000,24.0,28.0
202407041800,202407090000,23.0,29.0
202407041800,202407100000,23.0,29.0
202407041800,202407110000,22.0,29.0
202407041800,202407120000,23.0,28.0
202407041800,202407130000,23.0,29.0
202407041800,202407140000,23.0,30.0
202407050600,202407080000,24.0,28.0
202407050600,202407090000,23.0,28.0
202407050600,202407100000,23.0,29.0
202407050600,202407110000,22.0,29.0
202407050600,202407120000,23.0,29.0
202407050600,202407130000,24.0,29.0
202407050600,202407140000,24.0,29.0
202407050600,202407150000,24.0,29.0
202407051800,202407080000,24.0,27.0
202407051800,202407090000,23.0,29.0
202407051800,202407100000,23.0,29.0
202407051800,202407110000,22.0,29.0
202407051800,202407120000,23.0,30.0
202407051800,202407130000,23.0,29.0
202407051800,202407140000,23.0,30.0
202407051800,202407150000,24.0,29.0
202407060600,202407090000,24.0,27.0
202407060600,202407100000,23.0,29.0
202407060600,202407110000,22.0,29.0
202407060600,202407120000,23.0,30.0
202407060600,202407130000,23.0,29.0
202407060600,202407140000,23.0,30.0
202407060600,202407150000,24.0,29.0
202407060600,202407160000,24.0,28.0
202407061800,202407090000,24.0,27.0
202407061800,202407100000,23.0,30.0
202407061800,202407110000,23.0,29.0
202407061800,202407120000,23.0,30.0
202407061800,202407130000,23.0,29.0
202407061800,202407140000,23.0,29.0
202407061800,202407150000,23.0,29.0
202407061800,202407160000,24.0,28.0
202407070600,202407100000,23.0,31.0
202407070600,202407110000,22.0,29.0
202407070600,202407120000,22.0,30.0
202407070600,202407130000,23.0,30.0
202407070600,202407140000,23.0,29.0
202407070600,202407150000,24.0,29.0
202407070600,202407160000,23.0,29.0
202407070600,202407170000,23.0,28.0
202407071800,202407100000,23.0,29.0
202407071800,202407110000,22.0,29.0
202407071800,202407120000,22.0,30.0
202407071800,202407130000,23.0,30.0
202407071800,202407140000,23.0,29.0
202407071800,202407150000,24.0,29.0
202407071800,202407160000,23.0,29.0
202407071800,202407170000,23.0,28.0
202407080600,202407110000,23.0,29.0
202407080600,202407120000,22.0,30.0
202407080600,202407130000,23.0,30.0
202407080600,202407140000,23.0,30.0
202407080600,202407150000,23.0,30.0
202407080600,202407160000,23.0,30.0
202407080600,202407170000,23.0,29.0
202407080600,202407180000,24.0,29.0
202407081800,202407110000,23.0,29.0
202407081800,202407120000,22.0,30.0
202407081800,202407130000,23.0,31.0
202407081800,202407140000,23.0,31.0
202407081800,202407150000,23.0,30.0
202407081800,202407160000,23.0,30.0
202407081800,202407170000,23.0,29.0
202407081800,202407180000,24.0,28.0
202407090600,202407120000,22.0,31.0
202407090600,202407130000,24.0,31.0
202407090600,202407140000,23.0,31.0
202407090600,202407150000,23.0,30.0
202407090600,202407160000,23.0,29.0
202407090600,202407170000,24.0,28.0
202407090600,202407180000,24.0,29.0
202407090600,202407190000,24.0,29.0
202407091800,202407120000,23.0,32.0
202407091800,202407130000,24.0,32.0
202407091800,202407140000,23.0,31.0
202407091800,202407150000,23.0,31.0
202407091800,202407160000,23.0,29.0
202407091800,202407170000,24.0,29.0
202407091800,202407180000,24.0,29.0
202407091800,202407190000,24.0,29.0
202407100600,202407130000,23.0,32.0
202407100600,202407140000,24.0,31.0
202407100600,202407150000,23.0,31.0
202407100600,202407160000,23.0,30.0
202407100600,202407170000,24.0,28.0
202407100600,202407180000,24.0,28.0
202407100600,202407190000,24.0,29.0
202407100600,202407200000,24.0,30.0
202407101800,202407130000,24.0,33.0
202407101800,202407140000,24.0,33.0
202407101800,202407150000,24.0,31.0
202407101800,202407160000,24.0,29.0
202407101800,202407170000,24.0,29.0
202407101800,202407180000,24.0,29.0
202407101800,202407190000,24.0,29.0
202407101800,202407200000,24.0,30.0
202407110600,202407140000,24.0,32.0
202407110600,202407150000,24.0,30.0
202407110600,202407160000,24.0,28.0
202407110600,202407170000,24.0,28.0
202407110600,202407180000,24.0,28.0
202407110600,202407190000,24.0,29.0
202407110600,202407200000,24.0,30.0
202407110600,202407210000,24.0,29.0
202407111800,202407140000,24.0,31.0
202407111800,202407150000,24.0,30.0
202407111800,202407160000,24.0,28.0
202407111800,202407170000,24.0,28.0
202407111800,202407180000,24.0,29.0
202407111800,202407190000,24.0,29.0
202407111800,202407200000,24.0,29.0
202407111800,202407210000,24.0,29.0
202407120600,202407150000,24.0,30.0
202407120600,202407160000,24.0,28.0
202407120600,202407170000,24.0,28.0
202407120600,202407180000,24.0,29.0
202407120600,202407190000,24.0,28.0
202407120600,202407200000,24.0,29.0
202407120600,202407210000,24.0,30.0
202407120600,202407220000,25.0,29.0
202407121800,202407150000,24.0,31.0
202407121800,202407160000,24.0,28.0
202407121800,202407170000,24.0,28.0
202407121800,202407180000,25.0,28.0
202407121800,202407190000,24.0,28.0
202407121800,202407200000,25.0,29.0
202407121800,202407210000,25.0,30.0
202407121800,202407220000,25.0,30.0
202407130600,202407160000,24.0,28.0
202407130600,202407170000,24.0,28.0
202407130600,202407180000,24.0,28.0
202407130600,202407190000,25.0,28.0
202407130600,202407200000,25.0,29.0
202407130600,202407210000,25.0,29.0
202407130600,202407220000,25.0,30.0
202407130600,202407230000,25.0,30.0
202407131800,202407160000,24.0,29.0
202407131800,202407170000,24.0,28.0
202407131800,202407180000,24.0,28.0
202407131800,202407190000,24.0,28.0
202407131800,202407200000,24.0,28.0
202407131800,202407210000,25.0,29.0
202407131800,202407220000,25.0,30.0
202407131800,202407230000,25.0,30.0
202407140600,202407170000,24.0,27.0
202407140600,202407180000,24.0,28.0
202407140600,202407190000,24.0,28.0
202407140600,202407200000,24.0,28.0
202407140600,202407210000,25.0,29.0
202407140600,202407220000,25.0,30.0
202407140600,202407230000,25.0,30.0
202407140600,202407240000,25.0,30.0
202407141800,202407170000,24.0,27.0
202407141800,202407180000,24.0,28.0
202407141800,202407190000,24.0,29.0
202407141800,202407200000,25.0,29.0
202407141800,202407210000,25.0,29.0
202407141800,202407220000,25.0,29.0
202407141800,202407230000,25.0,30.0
202407141800,202407240000,25.0,30.0
202407150600,202407180000,24.0,28.0
202407150600,202407190000,24.0,29.0
202407150600,202407200000,24.0,29.0
202407150600,202407210000,25.0,29.0
202407150600,202407220000,25.0,30.0
202407150600,202407230000,25.0,30.0
202407150600,202407240000,25.0,30.0
202407150600,202407250000,25.0,30.0
202407151800,202407180000,24.0,28.0
202407151800,202407190000,24.0,29.0
202407151800,202407200000,24.0,29.0
202407151800,202407210000,25.0,29.0
202407151800,202407220000,25.0,30.0
202407151800,202407230000,25.0,30.0
202407151800,202407240000,25.0,30.0
202407151800,202407250000,25.0,30.0
202407160600,202407190000,24.0,29.0
202407160600,202407200000,24.0,28.0
202407160600,202407210000,24.0,29.0
202407160600,202407220000,25.0,31.0
202407160600,202407230000,25.0,30.0
202407160600,202407240000,25.0,30.0
202407160600,202407250000,25.0,30.0
202407160600,202407260000,25.0,30.0
202407161800,202407190000,24.0,29.0
202407161800,202407200000,24.0,28.0
202407161800,202407210000,24.0,29.0
202407161800,202407220000,25.0,30.0
202407161800,202407230000,25.0,31.0
202407161800,202407240000,25.0,30.0
202407161800,202407250000,25.0,30.0
202407161800,202407260000,25.0,31.0
202407170600,202407200000,25.0,28.0
202407170600,202407210000,25.0,29.0
202407170600,202407220000,25.0,30.0
202407170600,202407230000,25.0,31.0
202407170600,202407240000,25.0,30.0
202407170600,202407250000,25.0,30.0
202407170600,202407260000,25.0,31.0
202407170600,202407270000,25.0,31.0
202407171800,202407200000,25.0,29.0
202407171800,202407210000,25.0,30.0
202407171800,202407220000,26.0,31.0
202407171800,202407230000,26.0,31.0
202407171800,202407240000,25.0,31.0
202407171800,202407250000,25.0,32.0
202407171800,202407260000,26.0,32.0
202407171800,202407270000,25.0,30.0
202407180600,202407210000,25.0,29.0
202407180600,202407220000,26.0,31.0
202407180600,202407230000,26.0,31.0
202407180600,202407240000,25.0,31.0
202407180600,202407250000,25.0,32.0
202407180600,202407260000,26.0,32.0
202407180600,202407270000,25.0,31.0
202407180600,202407280000,26.0,31.0
202407181800,202407210000,24.0,28.0
202407181800,202407220000,25.0,31.0
202407181800,202407230000,26.0,31.0
202407181800,202407240000,25.0,30.0
202407181800,202407250000,25.0,32.0
202407181800,202407260000,26.0,32.0
202407181800,202407270000,26.0,31.0
202407181800,202407280000,26.0,31.0
202407190600,202407220000,25.0,31.0
202407190600,202407230000,26.0,31.0
202407190600,202407240000,25.0,31.0
202407190600,202407250000,26.0,32.0
202407190600,202407260000,26.0,32.0
202407190600,202407270000,26.0,31.0
202407190600,202407280000,26.0,30.0
202407190600,202407290000,26.0,30.0
202407191800,202407220000,25.0,30.0
202407191800,202407230000,25.0,30.0
202407191800,202407240000,26.0,31.0
202407191800,202407250000,26.0,32.0
202407191800,202407260000,26.0,32.0
202407191800,202407270000,26.0,31.0
202407191800,202407280000,26.0,30.0
202407191800,202407290000,26.0,30.0
202407200600,202407230000,25.0,30.0
202407200600,202407240000,26.0,31.0
202407200600,202407250000,25.0,32.0
202407200600,202407260000,26.0,32.0
202407200600,202407270000,26.0,31.0
202407200600,202407280000,26.0,30.0
202407200600,202407290000,25.0,29.0
202407200600,202407300000,25.0,31.0
202407201800,202407230000,25.0,30.0
202407201800,202407240000,26.0,31.0
202407201800,202407250000,26.0,33.0
202407201800,202407260000,27.0,32.0
202407201800,202407270000,26.0,31.0
202407201800,202407280000,26.0,30.0
202407201800,202407290000,25.0,29.0
202407201800,202407300000,24.0,31.0
202407210600,202407240000,26.0,31.0
202407210600,202407250000,26.0,32.0
202407210600,202407260000,26.0,31.0
202407210600,202407270000,26.0,30.0
202407210600,202407280000,25.0,30.0
202407210600,202407290000,25.0,30.0
202407210600,202407300000,25.0,30.0
202407210600,202407310000,25.0,30.0
202407211800,202407240000,26.0,31.0
202407211800,202407250000,26.0,33.0
202407211800,202407260000,26.0,32.0
202407211800,202407270000,26.0,31.0
202407211800,202407280000,26.0,30.0
202407211800,202407290000,25.0,30.0
202407211800,202407300000,25.0,30.0
202407211800,202407310000,25.0,32.0
202407220600,202407250000,25.0,33.0
202407220600,202407260000,26.0,32.0
202407220600,202407270000,26.0,31.0
202407220600,202407280000,26.0,30.0
202407220600,202407290000,25.0,30.0
202407220600,202407300000,25.0,30.0
202407220600,202407310000,25.0,32.0
202407220600,202408010000,25.0,30.0
202407221800,202407250000,26.0,33.0
202407221800,202407260000,26.0,31.0
202407221800,202407270000,26.0,31.0
202407221800,202407280000,26.0,31.0
202407221800,202407290000,25.0,30.0
202407221800,202407300000,25.0,30.0
202407221800,202407310000,25.0,31.0
202407221800,202408010000,26.0,31.0
202407230600,202407260000,26.0,33.0
202407230600,202407270000,27.0,31.0
202407230600,202407280000,26.0,31.0
202407230600,202407290000,26.0,30.0
202407230600,202407300000,25.0,31.0
202407230600,202407310000,25.0,31.0
202407230600,202408010000,25.0,31.0
202407230600,202408020000,25.0,32.0
202407231800,202407260000,27.0,34.0
202407231800,202407270000,27.0,31.0
202407231800,202407280000,26.0,31.0
202407231800,202407290000,26.0,31.0
202407231800,202407300000,26.0,31.0
202407231800,202407310000,25.0,31.0
202407231800,202408010000,25.0,31.0
202407231800,202408020000,25.0,32.0
202407240600,202407270000,26.0,31.0
202407240600,202407280000,27.0,31.0
202407240600,202407290000,26.0,30.0
202407240600,202407300000,26.0,30.0
202407240600,202407310000,25.0,31.0
